id;titulo;categoria;dificuldade;tempo_total;calorias;rating;ingredientes;passos;criterios;imagem
646;Sopa africana;Prato Principal;Muito Fácil;55 min;330 Kcal;4;500 ml água | 1 caldo em cubo (legumes) | 1 cebola roxa | 250 ml água | 7 gr de gengibre fresco | 4 dentes de alho | 1 col. chá sal | 150 gr de acelga | 180 gr de amendoim | 225 gr de concentrado de tomate | 1 col. sopa molho pimenta (usamos sriracha);Pique a cebola, o alho e o gengibre. Limpe as acelgas e corte-as em tiras. | Caldo : Ferva a água e dilua o cubo de legumes. Acrescente a cebola, o alho, o sal e o gengibre. Deixe tudo infundir no fogo médio por cerca de 20 minutos. | Triture os amendoins. Em um recipiente que suporte o calor, misture os amendoins triturados e o concentrado de tomate. Junte uma concha de caldo para ajudar a misturar. Verta/despeje esta nova mistura na panela onde está o caldo. Misture bem. | Acrescente 250 ml água. Misture novamente. Junte a acelga e o molho de pimenta. Mexa. Deixe no fogo baixo por 15 minutos, mexendo de vez em quando. | Está pronta. Polvilhe com amendoins. Se preferir sirva com arroz. Bom apetite!;Sem lactose | Sem açúcar | Sem ovo;https://pt.petitchef.com/imgupl/recipe/sopa-africana--460919p725159.webp
647;Mil folhas de queijo raclette;Prato Principal;Muito Fácil;25 min;441 Kcal;4;4 galettes (crepes) de trigo sarraceno | 8 fatias de (queijo) raclette (ou emmental) | 4 batatas | 2 fatias de presunto | 2 cebolas picadas e cozidas;Coze/cozinhe as batatas e amasse-as como purê. Com a ajuda de uma forma circular, corte em média 8 círculos por crepe. Corte também o queijo em círculos. | Sobre a forma grande, coloque o papel manteiga. Em seguida, coloque as formas circulares. Para cada forma, faça a montagem. | Siga a ordem: primeiro o crepe, 2 colheres chá de batata (aperte bem), o crepe, o queijo, o crepe, o presunto, o crepe, a cebola picada e cozida, o crepe, o presunto, o crepe, 2 colheres chá de batata (aperte bem). | Finalize a montagem com o crepe. | Asse no forno por 10 minutos a 180°C. | Tire-os da forma. Cuidado para não se queimar. Essa é a versão salgada do mil folhas. Bom né?!;Sem glúten | Sem açúcar;https://pt.petitchef.com/imgupl/recipe/mil-folhas-de-queijo-raclette--453114p701852.webp
648;Omelete com arroz crocante: leve, nutritivo e surpreendente;Prato Principal;Muito Fácil;15 min;968 Kcal;4;120 g de arroz basmati cozido | 1 col. de sopa de óleo neutro | 2 ovos | 15 g de manteiga | 1 col. de sopa de gochujang (pasta coreana de pimentão fermentado) | 20 g de grãos de soja edamame | 1 cebolinha | 1/2 colher de chá de sésamo (gergelim);Despeje o óleo neutro em uma frigideira quente. Acrescente o arroz cozido. Mexa e cozinhe por alguns minutos. | Numa tigela, misture a manteiga e o gochujang. | Adicione a mistura à frigideira. Misture bem e cozinhe por mais alguns minutos. | Numa tigela, bata os ovos e despeje-os sobre o arroz, cobrindo toda a superfície da panela. | Tampe por alguns minutos para cozinhar os ovos. | Acrescente os grãos de soja e dobre delicadamente a omelete crocante. | Sirva em um prato e, em seguida, adicione cebolinha picada e polvilhe com sementes de gergelim. Bom apetite.;Sem glúten | Vegetariano;https://pt.petitchef.com/imgupl/recipe/omelete-com-arroz-crocante-leve-nutritivo-e-surpreendente--484286p819235.webp
649;Penne all’arrabbiata: simplicidade e picância à moda italiana;Prato Principal;Muito Fácil;19 min;426 Kcal;4;180 g de macarrão (penne rigate) | 380 g de tomates pelados | 1 dente de alho | 1 pimenta malagueta (quantidade conforme gosto) | sal a gosto | azeite de oliva a gosto | salsa a gosto;Ferva uma panela com água salgada para cozinhar o macarrão. Enquanto isso, coloque os tomates pelados em uma tigela e amasse-os com um garfo até ficarem polpudos. | Aqueça um pouco de a ezeite em uma frigideira, adicione o dente de alho e a pimenta malagueta picada e refogue-os em fogo baixo por alguns minutos, tomando cuidado para que o alho não queime. | Nesse ponto, adicione os tomates pelados esmagados, cubra com uma tampa e cozinhe por cerca de 14 minutos, mexendo ocasionalmente. Nos últimos dois minutos, remova a tampa para permitir que o molho reduza. | Quando o molho estiver quase pronto, cozinhe o macarrão em bastante água fervente com sal, seguindo o tempo de cozimento indicado na embalagem. | Quando o macarrão estiver al dente, retire o alho do molho e escorra o macarrão diretamente na panela com o molho arrabbiata. Refogue-o rapidamente para que ele adquira o sabor. | Acrescente a salsinha picada e mexa novamente. | O penne allarrabbiata está pronto!;Vegan | Vegetariano | Sem lactose | Sem açúcar | Sem ovo;https://pt.petitchef.com/imgupl/recipe/penne-all-arrabbiata-simplicidade-e-picancia-a-moda-italiana--475566p780753.webp
650;Macarrão com flor de abobrinha (curgete), ricota e pistache;Prato Principal;Muito Fácil;22 min;616 Kcal;4;200 gr de macarrão (usamos espaguete) | 60 gr de flor de abobrinha (curgete ) | 125 gr de ricota | 20 gr de queijo parmesão ralado | 13 gr de manjericão | 15 gr de pistache | sal | pimenta | azeite;Na panela, cozinhe o macarrão em bastante água fervente | Nesse meio tempo, limpe as flores de curgete (abobrinha) removendo o pistilo (isso pode deixar o creme amargo). | Em seguida, passe-as na água e seque-as com papel-toalha. | Coloque-as no mixer e acrescente a ricota, o parmesão, as folhas de manjericão (lavadas e secas), um fio de azeite, sal e pimenta. Bata até ficar cremoso. | Despeje o creme na frigideira (ou panela) e dilua-o com um pouco de água do cozimento do macarrão. Mexa. | Adicione o macarrão escorrido al dente (reserve um pouco da água do cozimento) e misture bem. Se necessário, adicione um pouco mais de água do cozimento para deixar o macarrão mais cremoso. | Sirva no prato e acrescente os pistaches picados grosseiramente e decore com algumas folhas de manjericão. O espaguete com flores de abobrinha, ricota e pistache está pronto!;Vegetariano | Sem açúcar | Sem ovo;https://pt.petitchef.com/imgupl/recipe/macarrao-com-flor-de-abobrinha-curgete-ricota-e-pistache--468547p750384.webp
651;Ragu, o guisado na versão vegetariana;Prato Principal;Muito Fácil;30 min;638 Kcal;4;1 cebola roxa | 2 dentes de alho | 265 gr de feijão branco (escorrido) | 140 gr de milho cozido | 200 gr de extrato de tomate | 1 col. sopa azeite | 1 col. sopa oregãos (orégano) | 1/2 col. chá de pimenta malagueta (opcional) | sal | 10 azeitonas pretas | salsinha | limão verde (opcional) | 120 gr de arroz;Com um pouco de azeite, refogue a cebola e alho picados, por cerca de 5 minutos. | Acrescente o feijão, o extrato de tomate, milho, oregãos, pimenta e sal. Misture e deixe pegar gosto no fogo baixo por uns 15 minutos. Ennquanto isso, cozinhe o arroz numa panela com água fervente. | Escorra o arroz e monte o prato. O arroz fica embaixo e o refogado no centro. Por cima, coloque as azeitonas, um pouco de salsinha e uma pedaço de limão. Bom apetite!;Sem glúten | Vegan | Vegetariano | Sem lactose | Sem açúcar | Sem ovo;https://pt.petitchef.com/imgupl/recipe/ragu-o-guisado-na-versao-vegetariana--467348p745499.webp
652;Quiche de abóbora, mais saudável e fácil a preparar;Prato Principal;Muito Fácil;45 min;388 Kcal;4;1 massa torta (quebrada, areada ou podre) | 600 gr de abóbora (limpa e sem casca) | 1 cebola | 2 ovos | 200 ml de natas (creme de leite) | azeite | 1 col. chá tomilho | sal | pimenta;Pré-cozinhe a massa (a nossa foi a quebrada). Coloque-a na forma untada e com papel manteiga. Por cima, cubra com lentilhas ou feijões crus. Isso ajuda a dar o peso na massa, evitando que ela inche. Leve ao forno por 15 minutos a 180°C. | Enquanto isso, corte a abóbora em pedaços e cozinhe-a na água fervente por cerca de 20 minutos. Se preferir, faça na panela de pressão, neste caso, o tempo será 10 minutos. | Numa frigideira, coloque um pouco de azeite e refogue a cebola picada. Em seguida, coloque a cebola numa tigela, acrescente os ovos, as natas (creme leite) e o tomilho. Tempere com sal e pimenta. Misture bem. | Passado o tempo da massa, retire-a do forno e distribua os pedaços de abóbora. Despeje a mistura anterior. Leve ao forno novamente por 25 minutos a 180°C. | Está pronto. Bom apetite!;Vegetariano | Sem açúcar;https://pt.petitchef.com/imgupl/recipe/quiche-de-abobora-mais-saudavel-e-facil-a-preparar--466952p744473.webp
653;Bolo de salmão defumado com limão e cebolinha;Prato Principal;Muito Fácil;50 min;284 Kcal;4;3 ovos | 200 gr de farinha trigo | 1 col. sopa (rasa) fermento químico | 1/2 col. chá pimenta | 100 ml leite | 100 ml azeite | 250 gr de salmão defumado | 11 gr de cebolinha fresca | 1 limão amarelo (faça a raspa de 1 limão e sumo de 1/2 limão);Faça a raspa do limão inteiro e o sumo de 1/2 limão. Corte as fatias do salmão em pequenos pedaços. Pique a cebolinha. | Numa tigela, bata os ovos e coloque o sumo de limão, a farinha, o fermento e a pimenta. Misture. | Acrescente o azeite e misture novamente. Coloque o leite aos poucos, sempre mexendo. | Por último, acrescente as raspas, o salmão e a cebolinha. Deixe a massa bem homogênea. | Despeje-a na forma já untada. | Leve ao forno pré aquecido por 40 minutos a 180°C. | Está pronto. Sirva morno ou frio!;Sem açúcar;https://pt.petitchef.com/imgupl/recipe/bolo-de-salmao-defumado-com-limao-e-cebolinha--466932p744388.webp
654;Sanduíche turco com kafta (almôndegas de carne), pão pita e molho de iogurte;Prato Principal;Muito Fácil;10 min;539 Kcal;4;2 pães pita | 8 kaftas (almôndegas de carne) | 1 iogurte | 1 limão siciliano | salsinha fresca | sal | pimenta | 1 pimentão vermelho | 1 cebola (roxa) | queijo de ovelha (opcional);Molho: Numa tigela, misture o iogurte, o sumo de meio limão e a salsa picadinha. Tempere com sal e pimenta. Corte os pães ao meio (sentido comprimento) e espalhe o molho. Coloque então as kaftas (cerca de 4 para cada pão). | Corte o pimentão e a cebola roxa em tiras e recheie o pão com eles. Se preferir, refogue-os na frigideira com um pouco de azeite . Continue a montagem do sanduíche com a salsa picadinha e o queijo de ovelha (opcional). | Para dar mais gosto, por cima, esprema a outra metade do limão. | Está pronto!;;https://pt.petitchef.com/imgupl/recipe/sanduiche-turco-com-kafta-almondegas-de-carne-pao-pita-e-molho-de-iogurte--466713p743739.webp
655;Salmão ao molho coreano gochujang pronto em 8 minutos!;Prato Principal;Muito Fácil;Salmão ao molho coreano gochujang pronto em 8 minutos!;433 Kcal;4;1 pavê salmão | 1 col. sopa de Gochujang (pasta de pimenta coreana) | 1/2 col. sopa óleo sésamo (gergelim) | 1 col. chá vinagre arroz | 1/2 dente alho | 1 pedaço pequeno gengibre (fresco) | 1 col. chá sésamo (gergelim) | 1 col. sopa mel;Na tigela, coloque a pasta gochujang, o óleo de sésamo (gergelim), o mel e o vinagre de arroz. Esmague o alho e o gengibre. Misture-os com os demais. | Pré-aqueça o forno a 180°C. | Coloque o salmão na assadeira, já forrada com papel vegetal. Pincele a misture anterior. | Leve ao forno por 8 minutos a 180°C. | Sirva-o com arroz. Decore com cebolinha picada e algumas sementes de sésamo (gergelim).;Sem glúten | Sem lactose | Sem ovo;https://pt.petitchef.com/imgupl/recipe/salmao-ao-molho-coreano-gochujang-pronto-em-8-minutos--465415p739012.webp
656;Hambúrguer  de abóbora (sem pão!);Prato Principal;Muito Fácil;1 h 30 m;493 Kcal;3.5;200 gr de abóbora manteiga (butternut) | 2 carnes de hambúrgueres | 2 fatias de queijo | alface (um punhado) | 1/2 cebola | 2 col. chá extrato tomate | 1 pitada de alecrim (desidratado) | manteiga | sal | pimenta | azeite;Pegue uma das extremidades da abóbora butternut e corte cerca de 200 gr. Retire a casca. Corte agora este pedaço em 4 rodelas e coloque-as sobre uma assadeira já forrada com papel vegetal (papel manteiga). Por cima de cada rodela, pincele um pouco de azeite e tempere com sal/pimenta. Leve ao forno por 35 minutos a 190°C. | Enquanto isso, refogue a cebola picada numa frigideira com um pouco de azeite. Reserve. | Na mesma frigideira, cozinhe as duas carnes de hambúrguer (escolha o ponto de cozimento que desejar). Tempere com sal e pimenta a gosto. Por cima de cada carne, coloque 1 fatia de queijo. Tampe e deixe derreter. Retire e reserve. | Prepare o molho: numa tigela, misture o extrato e os temperos (sal, pimenta e alecrim). Reserve. | Monte desse jeito : * 1 rodela de abóbora butternut * 1 col. chá molho de tomate * Folhas de alface (a gosto) * 1 carne hambúrguer * Algumas cebolas * Folhas de alface (a gosto) * 1 rodela de abóbora butternut Repita a operação para o segundo hambúrguer e está pronto. Bom apetite!;Sem glúten | Sem açúcar | Sem ovo;https://pt.petitchef.com/imgupl/recipe/hamburguer-de-abobora-sem-pao--464693p736863.webp
657;Nhoque com creme de cogumelos;Prato Principal;Muito Fácil;30 min;821 Kcal;3.5;250 gr de nhoque | 30 gr de cogumelo s (usamos desidratados) | 250 ml natas (creme leite) | salsa fresca | 2 dentes alho | azeite | sal | pimenta;Numa tigela, hidrate os cogumelos com água quente. Cubra e deixe descansar por 15 minutos. | Enquanto isso, pique o alho e doure-o numa panela (fogo médio) com um fio de azeite. | Acrescente os cogumelos escorridos, as natas (creme leite) e um pouco de salsa picada. Tempere com sal e pimenta. Misture. Deixe ferver e em seguida baixe o fogo. Cozinhe-os por 5 minutos sempre mexendo. | Acrescente os nhoques. Misture e deixe ainda cozinhando por 5 minutos sem deixar de mexer. | Está pronto. Na hora de servir, polvilhe com parmesão e salsa picadinha. Bom apetite!;Sem açúcar;https://pt.petitchef.com/imgupl/recipe/nhoque-com-creme-de-cogumelos--463983p734862.webp
658;Terrine de curgete (abobrinha) e salmão fumado;Prato Principal;Muito Fácil;1 h 20 m;258 Kcal;4;4 curgetes (abobrinha) | 180 gr de salmão fumado (defumado) | 2 col. sopa maizena | 3 ovos | 1 dente de alho | 200 ml natas (creme de leite) com 30% mg | 10 gr (ou mais) de cebolinha fresca;Corte as duas extremidades das curgetes (abobrinhas). Em seguida, corte-as grosseiramente e leve-as mixer. Triture-as | Retire o máximo da água que puder das curgetes (abobrinhas) com a ajuda de uma peneira ou com um pano de prato limpo (torcendo bem). | Numa tigela, misture os ovos, as natas (creme de leite), a maizena e o dente de alho amassado. Tempere com sal, pimenta e cebolinha picadinha. | Acrescente as curgetes. Misture bem. | Montagem. Cubra o fundo da forma com o salmão fumado. Cubra com 1/2 do creme de curgete (abobrinha). | Por cima, faça outra camada de salmão e finalize com o restante do creme. | Cubra a forma com papel alumínio. Coloque-a em outra forma para o banho maria. Leve ao forno por 50 min a 180°C. Retire o papel alúminio e deixe ainda no forno por 10 min a 180°C. | Deixe amonar e desenforme delicadamente. Está pronto! Se preferir, polvilhe com cebolinha fresca.Bom apetite.;Sem glúten | Sem açúcar;https://pt.petitchef.com/imgupl/recipe/terrine-de-curgete-abobrinha-e-salmao-fumado--461471p727159.webp
659;Salada de tortellini e pesto;Prato Principal;Muito Fácil;13 min;559 Kcal;4;300 gr de tortellini | 125 gr de tomate cereja (cerca 15) | 120 gr de mini mozzarella | 3 folhas manjericão (fresco) | 35 gr de tomate seco (cerca 4) | 1/4 cebola roxa | 2 (ou 3) col. sopa pesto (verde ou vermelho);Cozinhe os tortellini num tacho com bastante água. Verifique o tempo de cozimento na embalagem. | Escorra-os e transfira-os numa tigela de salada. Acrescente os tomates cerejas cortados em 2, o queijo mozzarella em pedaços, a cebola picada e os tomates secos também cortados ao meio. | Junte o molho pesto e por último as folhas de manjericão picadas. | Misture bem. | Está pronto. Basta decorar com manjericão fresco na hora de servir. Bom apetite!;Sem açúcar;https://pt.petitchef.com/imgupl/recipe/salada-de-tortellini-e-pesto--461273p726249.webp
